FUNCTION                                                                     CALLS        %        TIME  [uS / CALLS]
--------                                                                     -----  -------        ----  [----------]
'Elixir.GenStage':'-handle_info/2-fun-3-'/4                                     16     0.00           4  [      0.25]
lists:any/2                                                                     25     0.00           4  [      0.16]
'Elixir.Supervisor':'-child_spec/2-fun-0-'/2                                    18     0.00           4  [      0.22]
prim_buffer:new/0                                                                1     0.00           4  [      4.00]
'Elixir.Flow.Coordinator':handle_info/2                                          8     0.00           4  [      0.50]
'Elixir.Logger.ErlangHandler':log/2                                              9     0.00           4  [      0.44]
logger_config:table_key/1                                                       18     0.00           4  [      0.22]
logger_backend:call_handlers/3                                                  18     0.00           4  [      0.22]
logger_backend:do_apply_filters/4                                               18     0.00           4  [      0.22]
'Elixir.Flow.Materialize':take_mappers/2                                         3     0.00           4  [      1.33]
supervisor:do_start_child/2                                                      9     0.00           4  [      0.44]
supervisor:do_start_child_i/3                                                    9     0.00           4  [      0.44]
supervisor:handle_call/3                                                         9     0.00           4  [      0.44]
supervisor:do_save_child/2                                                       9     0.00           4  [      0.44]
supervisor:validMods/1                                                           9     0.00           4  [      0.44]
'Elixir.GenStage.DemandDispatcher':subscribe/3                                  16     0.00           4  [      0.25]
proc_lib:sync_wait/2                                                            10     0.00           4  [      0.40]
maps:is_key/2                                                                   27     0.00           4  [      0.15]
erlang:list_to_atom/1                                                           11     0.00           4  [      0.36]
'Elixir.GenStage.Stream':send_noconnect/2                                       16     0.00           5  [      0.31]
'Elixir.Access':get_and_update/3                                                42     0.00           5  [      0.12]
maps:without/2                                                                   9     0.00           5  [      0.56]
'Elixir.Supervisor':child_spec/2                                                18     0.00           5  [      0.28]
logger_backend:apply_filters/4                                                  18     0.00           5  [      0.28]
'Elixir.GenServer':whereis/1                                                    26     0.00           5  [      0.19]
supervisor:extract_child/1                                                       9     0.00           5  [      0.56]
logger:add_default_metadata/2                                                   36     0.00           5  [      0.14]
gen_server:try_handle_call/4                                                    10     0.00           5  [      0.50]
'Elixir.Scribe.Table':get_column_widths/3                                        4     0.00           6  [      1.50]
'Elixir.Flow.MapReducer':handle_events/3                                         4     0.00           6  [      1.50]
erts_internal:flush_monitor_messages/3                                          16     0.00           6  [      0.38]
'Elixir.Scribe.Border':new/3                                                    25     0.00           6  [      0.24]
proc_lib:check_for_monitor/1                                                    11     0.00           6  [      0.55]
maps:find/2                                                                     36     0.00           6  [      0.17]
'Elixir.GenStage.Stream':loop_monitor/5                                         10     0.00           7  [      0.70]
lists:foldl/3                                                                   54     0.00           7  [      0.13]
'Elixir.Supervisor':init_child/1                                                18     0.00           7  [      0.39]
logger_config:level_to_int/1                                                    19     0.00           7  [      0.37]
code:ensure_loaded/1                                                            36     0.00           7  [      0.19]
'Elixir.GenStage.Utils':validate_integer/6                                      41     0.00           7  [      0.17]
supervisor:del_child/2                                                          18     0.00           7  [      0.39]
supervisor:'-find_child_by_pid/2-fun-0-'/4                                      29     0.00           7  [      0.24]
'Elixir.GenStage':noreply_callback/3                                            25     0.00           8  [      0.32]
'Elixir.GenStage':'-handle_info/2-fun-1-'/3                                     16     0.00           8  [      0.50]
lists:delete/2                                                                  25     0.00           8  [      0.32]
maps:get/3                                                                      27     0.00           8  [      0.30]
maps:'-without/2-fun-0-'/2                                                      36     0.00           8  [      0.22]
code_server:call/1                                                              36     0.00           8  [      0.22]
code:call/1                                                                     36     0.00           8  [      0.22]
'Elixir.List':delete/2                                                          28     0.00           8  [      0.29]
proc_lib:proc_info/2                                                            11     0.00           8  [      0.73]
lists:member/2                                                                  73     0.00           9  [      0.12]
'Elixir.GenStage':consumer_cancel/4                                              8     0.00          10  [      1.25]
erlang:setelement/3                                                             47     0.00          10  [      0.21]
lists:split/2                                                                   32     0.00          11  [      0.34]
'Elixir.Enum':'-reduce/3-lists^foldl/2-0-'/3                                    86     0.00          11  [      0.13]
gen_server:reply/2                                                              10     0.00          11  [      1.10]
'Elixir.Enum':'member?'/2                                                       49     0.00          12  [      0.24]
supervisor:check_childspec/1                                                     9     0.00          12  [      1.33]
'Elixir.Map':'get_and_update!'/3                                                42     0.00          13  [      0.31]
maps:merge/2                                                                    28     0.00          13  [      0.46]
'Elixir.Keyword':delete_key/2                                                  101     0.00          14  [      0.14]
prim_file:close_nif/1                                                            1     0.00          15  [     15.00]
error_handler:undefined_function/3                                              36     0.00          15  [      0.42]
maps:get/2                                                                      78     0.00          15  [      0.19]
ets:lookup/2                                                                    21     0.00          16  [      0.76]
logger_config:get/2                                                              9     0.00          17  [      1.89]
queue:new/0                                                                     17     0.00          18  [      1.06]
logger:default/1                                                                27     0.00          18  [      0.67]
maps:remove/2                                                                   69     0.00          19  [      0.28]
erlang:send/2                                                                   33     0.00          20  [      0.61]
erlang:module_loaded/1                                                          36     0.00          20  [      0.56]
'Elixir.Keyword':fetch/2                                                        98     0.00          21  [      0.21]
'Elixir.Keyword':pop/3                                                          97     0.00          24  [      0.25]
error_handler:ensure_loaded/1                                                   36     0.00          26  [      0.72]
erlang:whereis/1                                                                36     0.00          28  [      0.78]
ets:select/2                                                                     9     0.00          34  [      3.78]
'Elixir.GenStage':buffer_events/2                                              264     0.00          35  [      0.13]
erlang:function_exported/3                                                      97     0.00          43  [      0.44]
'Elixir.GenStage':maybe_subscribe/5                                             24     0.00          44  [      1.83]
'Elixir.Stream':do_list_resource/6                                             264     0.00          44  [      0.17]
erlang:process_info/2                                                           22     0.00          48  [      2.18]
maps:to_list_internal/1                                                        395     0.00          53  [      0.13]
'Elixir.GenStage.Stream':consume_stream/1                                      265     0.00          60  [      0.23]
'Elixir.GenStage':take_pc_events/3                                             280     0.00          61  [      0.22]
erlang:spawn_opt/1                                                              12     0.00          64  [      5.33]
erlang:demonitor/2                                                              66     0.00          68  [      1.03]
gen_server:handle_common_reply/8                                               339     0.00          69  [      0.20]
'Elixir.GenStage':dispatcher_callback/3                                        292     0.00          78  [      0.27]
gen_server:decode_msg/9                                                        350     0.00          78  [      0.22]
'Elixir.GenStage':'-take_from_buffer/2-lists^foldl/2-0-'/3                     262     0.00          79  [      0.30]
'Elixir.GenStage.Stream':deliver_stream/5                                      526     0.00          82  [      0.16]
'Elixir.GenStage.Utils':split_batches/7                                        532     0.00          89  [      0.17]
gen_server:handle_msg/6                                                        349     0.00          89  [      0.26]
gen_server:try_dispatch/4                                                      339     0.00          92  [      0.27]
'Elixir.GenStage.Stream':'-build/2-fun-2-'/1                                   265     0.00          94  [      0.35]
'Elixir.GenStage':ask/3                                                        264     0.00          94  [      0.36]
'Elixir.Stream':'-do_resource/5-fun-1-'/3                                      264     0.00          97  [      0.37]
erlang:max/2                                                                   262     0.00         101  [      0.39]
'Elixir.GenStage.Utils':split_batches/5                                        264     0.00         102  [      0.39]
lists:keytake/3                                                                276     0.00         105  [      0.38]
'Elixir.GenStage.DemandDispatcher':pop_demand/2                                276     0.00         107  [      0.39]
gen_server:try_dispatch/3                                                      339     0.00         108  [      0.32]
'Elixir.List':keytake/3                                                        276     0.00         109  [      0.39]
'Elixir.GenStage.DemandDispatcher':split_events/3                              264     0.00         109  [      0.41]
'Elixir.IO':each_binstream/2                                                  1001     0.00         114  [      0.11]
prim_buffer:write/2                                                            250     0.00         119  [      0.48]
lists:keytake/4                                                                304     0.00         120  [      0.39]
'Elixir.GenStage.DemandDispatcher':dispatch_demand/3                           528     0.00         126  [      0.24]
erlang:split_binary/2                                                          750     0.00         140  [      0.19]
'Elixir.GenStage':take_from_buffer/2                                           552     0.00         149  [      0.27]
prim_file:read/2                                                              1001     0.00         153  [      0.15]
erlang:monitor/2                                                                91     0.00         153  [      1.68]
'Elixir.GenStage.DemandDispatcher':ask/3                                       276     0.00         165  [      0.60]
'Elixir.GenStage.Stream':receive_stream/3                                      272     0.00         172  [      0.63]
'Elixir.GenStage':dispatch_events/3                                            280     0.00         179  [      0.64]
'Elixir.GenStage.DemandDispatcher':add_demand/4                                582     0.00         182  [      0.31]
prim_buffer:read_iovec/2                                                       750     0.00         190  [      0.25]
prim_buffer:read/2                                                             750     0.00         199  [      0.27]
'Elixir.Stream':do_resource/5                                                 1270     0.00         201  [      0.16]
prim_buffer:skip/2                                                             750     0.00         203  [      0.27]
'Elixir.GenStage.Buffer':take_count_or_until_permanent/2                       552     0.00         208  [      0.38]
'Elixir.Enum':split_list/3                                                    2002     0.00         221  [      0.11]
prim_buffer:size/1                                                            1001     0.00         247  [      0.25]
'Elixir.Enumerable.File.Stream':'-reduce/3-fun-1-'/2                          1001     0.00         256  [      0.26]
gen_server:loop/7                                                              350     0.00         258  [      0.74]
lists:reverse/1                                                                828     0.00         264  [      0.32]
prim_file:read_1/5                                                            1001     0.00         266  [      0.27]
'Elixir.IO':binread/2                                                         1001     0.00         270  [      0.27]
prim_buffer:peek_head/1                                                        750     0.00         281  [      0.37]
'Elixir.GenStage':handle_info/2                                                311     0.00         284  [      0.91]
'Elixir.GenStage.Streamer':'-init/1-fun-0-'/2                                 1000     0.00         288  [      0.29]
'Elixir.Enum':count/1                                                            4     0.00         291  [     72.75]
file:read/2                                                                   1001     0.00         293  [      0.29]
prim_file:get_fd_data/1                                                       1002     0.00         299  [      0.30]
'Elixir.Flow.Materialize':'-build_reducer/2-lists^foldl/2-1-'/3               1004     0.00         392  [      0.39]
'Elixir.Database.Query':'-generic_hashing_count/2-fun-1-'/2                   1000     0.00         433  [      0.43]
maps:fold/3                                                                   1010     0.00         437  [      0.43]
maps:iterator/1                                                               1010     0.00         500  [      0.50]
prim_file:open_nif/2                                                             1     0.00         524  [    524.00]
lists:fmergel/4                                                               4419     0.00         541  [      0.12]
'Elixir.Database.Query':merge_maps/2                                          1000     0.00         568  [      0.57]
'Elixir.GenStage':handle_noreply_callback/2                                     25     0.00         687  [     27.48]
queue:from_list/1                                                                2     0.00         713  [    356.50]
'Elixir.Flow.Materialize':'-mapper/2-fun-4-'/4                                1000     0.00         801  [      0.80]
'Elixir.GenStage.DemandDispatcher':dispatch/3                                  264     0.00         858  [      3.25]
'Elixir.Database.Query':'-generic_hashing_count/2-fun-0-'/2                   1000     0.00         875  [      0.88]
lists:rfmergel/4                                                              8830     0.00        1040  [      0.12]
'Elixir.Map':merge/3                                                          1000     0.00        1150  [      1.15]
lists:fsplit_1_1/7                                                           22500     0.00        2599  [      0.12]
erlang:send/3                                                                  572     0.00        3510  [      6.14]
lists:fsplit_1/6                                                             43035     0.00        4815  [      0.11]
'Elixir.Enum':map/2                                                          65545     0.00        6688  [      0.10]
'Elixir.Scribe':map_string_values/2                                          65536     0.00        8077  [      0.12]
lists:reverse/2                                                              14123     0.00        9964  [      0.71]
unicode:characters_to_binary/2                                                   2     0.00       11128  [   5564.00]
'Elixir.Scribe':'-format/2-fun-0-'/2                                         65536     0.00       13162  [      0.20]
'Elixir.Database.Query':'-merge_kv_into_map/2-fun-0-'/2                      65536     0.00       13474  [      0.21]
'Elixir.Database.Query':'-generic_hashing_count/2-fun-4-'/1                  65536     0.00       13544  [      0.21]
'Elixir.Database.Query':'-count_by_country_gender_and_age/0-fun-0-'/1        65536     0.00       14128  [      0.22]
'Elixir.GenStage.Buffer':take_count_or_until_permanent/5                    129332     0.00       14280  [      0.11]
lists:split/3                                                               129146     0.00       14393  [      0.11]
'Elixir.Enum':'-sort_by/3-fun-0-'/1                                          65536     0.00       14759  [      0.23]
'Elixir.Database.Query':'-generic_hashing_count/2-fun-3-'/2                  65536     0.00       15032  [      0.23]
'Elixir.GenStage.Utils':split_events/4                                      132340     0.00       16342  [      0.12]
'Elixir.Enumerable.List':reduce/3                                           131336     0.00       16371  [      0.12]
'Elixir.Enum':'-sort_by/3-fun-2-'/2                                          65536     0.00       16592  [      0.25]
'Elixir.Scribe.Table':'-format/4-fun-0-'/7                                   65537     0.00       16738  [      0.26]
'Elixir.Database.Query':merge_kv_into_map/2                                 131072     0.00       17642  [      0.13]
prim_file:read_nif/2                                                           251     0.00       18349  [     73.10]
'Elixir.IO.ANSI':green/0                                                    131076     0.00       18457  [      0.14]
'Elixir.IO.ANSI':yellow/0                                                   131072     0.00       21077  [      0.16]
'Elixir.Database.Hashing':unhash_gender_country_age/1                        65536     0.00       22612  [      0.35]
lists:rfmerge2_2/5                                                          217490     0.00       24554  [      0.11]
lists:fmerge2_2/5                                                           220182     0.00       24837  [      0.11]
lists:fmerge2_1/5                                                           224460     0.00       25384  [      0.11]
'Elixir.Scribe.Formatter.Line':add_newline/1                                 65538     0.00       26219  [      0.40]
lists:rfmerge2_1/5                                                          230487     0.00       26266  [      0.11]
'Elixir.Scribe.Formatter.Line':bottom/1                                      65537     0.00       26334  [      0.40]
'Elixir.Map':get/2                                                          262144     0.00       26417  [      0.10]
'Elixir.Database.Query':'-generic_hashing_count/2-fun-2-'/2                 131072     0.00       27746  [      0.21]
'Elixir.Enum':'-reduce/3-anonymous-1-'/3                                    131072     0.00       28205  [      0.22]
'Elixir.Scribe.Table':get_width/1                                           262152     0.00       30577  [      0.12]
'Elixir.Scribe':string_value/2                                              262144     0.00       31218  [      0.12]
'Elixir.Enum':'-max_by/3-lists^foldl/2-0-'/3                                262148     0.00       32745  [      0.12]
'Elixir.Map':get/3                                                          262186     0.00       33970  [      0.13]
queue:out/1                                                                 129088     0.00       34946  [      0.27]
'Elixir.Scribe.Formatter.Line':format/1                                      65537     0.00       36165  [      0.55]
'Elixir.Scribe.Formatter.Line':data/1                                        65537     0.00       36770  [      0.56]
'Elixir.Database.Person':translate/2                                        131072     0.00       37439  [      0.29]
'Elixir.Enum':reduce/3                                                      131124     0.00       49224  [      0.38]
'Elixir.Inspect.Integer':inspect/2                                          393216     0.00       51583  [      0.13]
'Elixir.Scribe.Table':'-get_max_widths/3-fun-0-'/1                          262148     0.00       55388  [      0.21]
'Elixir.Scribe.Formatter.Line':cell_value/3                                 262152     0.00       57839  [      0.22]
'Elixir.Scribe':'-map_string_values/2-fun-0-'/2                             262144     0.01       59979  [      0.23]
'Elixir.Enum':'-max_by/3-fun-1-'/3                                          262144     0.01       61573  [      0.23]
'Elixir.String.Chars.Integer':to_string/1                                   524297     0.01       63810  [      0.12]
erlang:min/2                                                                262424     0.01       65244  [      0.25]
'Elixir.String.Unicode':length/1                                            524300     0.01       65886  [      0.13]
'Elixir.Scribe.Table':'-get_column_widths/3-fun-0-'/4                       262148     0.01       66654  [      0.25]
'Elixir.Access':get/3                                                       262163     0.01       73782  [      0.28]
'Elixir.String':slice/3                                                     524300     0.01       74425  [      0.14]
'Elixir.Scribe.Style.Default':color/1                                       262148     0.01       74947  [      0.29]
'Elixir.Code.Identifier':escape/4                                           655384     0.01       76486  [      0.12]
'Elixir.Scribe.Formatter.Line':'-bottom/1-fun-0-'/5                         262148     0.01       81158  [      0.31]
'Elixir.Scribe.Formatter.Line':cell/2                                       262148     0.01       81589  [      0.31]
'Elixir.Scribe.Formatter.Line':'-data/1-fun-0-'/7                           262148     0.01       86234  [      0.33]
'Elixir.Inspect.Integer':prepend_prefix/2                                   393216     0.01       88226  [      0.22]
'Elixir.String':slice/2                                                     524300     0.01       88941  [      0.17]
'Elixir.Inspect.Integer':base_to_value/1                                    393216     0.01       94310  [      0.24]
erlang:integer_to_binary/2                                                  393216     0.01       94864  [      0.24]
'Elixir.String':length/1                                                    524300     0.01       97011  [      0.19]
'Elixir.Inspect.BitString':inspect/2                                        655384     0.01      104434  [      0.16]
'Elixir.Inspect.Opts':'__struct__'/0                                       1048601     0.01      108637  [      0.10]
'Elixir.Scribe.Formatter.Line':colorize/2                                   262148     0.01      109353  [      0.42]
'Elixir.IO.ANSI':reset/0                                                    262148     0.01      117848  [      0.45]
'Elixir.Inspect':inspect/2                                                 1048601     0.01      118406  [      0.11]
'Elixir.Inspect.Algebra':group/2                                           1048601     0.01      124341  [      0.12]
'Elixir.String.Chars':impl_for/1                                            524297     0.01      126517  [      0.24]
'Elixir.Enum':'-map/2-lists^map/1-0-'/2                                     655382     0.01      128967  [      0.20]
'Elixir.Inspect':impl_for/1                                                1048601     0.01      133060  [      0.13]
'Elixir.String.Chars':'impl_for!'/1                                         524297     0.01      146546  [      0.28]
'Elixir.Keyword':get/3                                                     1048616     0.01      147626  [      0.14]
'Elixir.Enum':reduce_range_inc/4                                            851997     0.01      148853  [      0.17]
'Elixir.Kernel':inspect/2                                                  1048600     0.01      151611  [      0.14]
'Elixir.String':'printable?'/2                                              655384     0.01      156640  [      0.24]
'Elixir.Enum':at/3                                                         1376282     0.01      158536  [      0.12]
'Elixir.Inspect.Algebra':color/3                                           1048601     0.01      159193  [      0.15]
'Elixir.Kernel':struct/3                                                   1048601     0.01      159542  [      0.15]
'Elixir.Scribe.Formatter.Line':truncate/2                                   524300     0.01      162458  [      0.31]
'Elixir.String.Chars':to_string/1                                           524297     0.01      163144  [      0.31]
lists:keyfind/3                                                            1310924     0.01      171121  [      0.13]
binary:copy/2                                                               786452     0.01      173078  [      0.22]
erlang:integer_to_binary/1                                                  917513     0.01      174999  [      0.19]
'Elixir.Scribe.Style.Default':border_at/4                                   655375     0.01      175844  [      0.27]
'Elixir.Database.Query':'-count_people_by_hash_in_chunk/3-fun-0-'/1         725287     0.02      178133  [      0.25]
'Elixir.Range':new/2                                                        655382     0.02      189842  [      0.29]
'Elixir.Code.Identifier':escape/3                                           655384     0.02      206283  [      0.31]
'Elixir.Enum':'-sort_by/3-fun-1-'/3                                        1001406     0.02      220943  [      0.22]
'Elixir.Keyword':get/2                                                     1048602     0.02      223549  [      0.21]
'Elixir.Inspect.Algebra':group/1                                           1048601     0.02      236117  [      0.23]
'Elixir.Code.Identifier':escape_map/1                                      2172030     0.02      236210  [      0.11]
'Elixir.String.Unicode':split_at/2                                         1048600     0.02      252719  [      0.24]
'Elixir.Inspect.Algebra':to_doc/2                                          1048601     0.02      258581  [      0.25]
'Elixir.Inspect':'impl_for!'/1                                             1048601     0.02      262251  [      0.25]
'Elixir.Inspect.Algebra':format/2                                          1048601     0.02      276305  [      0.26]
'Elixir.Kernel':inspect/1                                                  1048600     0.03      294275  [      0.28]
erlang:iolist_to_binary/1                                                  1729830     0.03      297700  [      0.17]
'Elixir.Enum':slice_any/3                                                  1376282     0.03      315348  [      0.23]
'Elixir.Kernel':struct/2                                                   1048601     0.03      332716  [      0.32]
'Elixir.Enum':at/2                                                         1376282     0.03      355629  [      0.26]
'Elixir.Code.Identifier':'-escape/3-fun-0-'/1                              2172030     0.04      456755  [      0.21]
'Elixir.String':'recur_printable?'/2                                       3089574     0.04      469683  [      0.15]
'Elixir.String.Unicode':do_length/2                                        4475035     0.04      481293  [      0.11]
'Elixir.String':decrement/1                                                2434190     0.04      490997  [      0.20]
erts_internal:map_next/3                                                     18884     0.04      522038  [     27.64]
'Elixir.Code.Identifier':escape_char/1                                     2172030     0.05      551022  [      0.25]
'Elixir.Inspect.Algebra':format/3                                          3145803     0.05      576033  [      0.18]
'Elixir.Code.Identifier':escape/5                                          3089574     0.05      609007  [      0.20]
'Elixir.String.Unicode':do_split_at/4                                      6628531     0.07      789299  [      0.12]
'Elixir.Database.Query':'-merge_maps/2-fun-0-'/3                           9143641     0.08      969401  [      0.11]
maps:fold_1/3                                                              9257178     0.09     1029802  [      0.11]
'Elixir.String.Unicode':next_extend_size/3                                 9530666     0.11     1289215  [      0.14]
'Elixir.Database.Query':count_people_by_hash_in_chunk/3                   10001000     0.14     1652736  [      0.17]
maps:next/1                                                                9257178     0.18     2098691  [      0.23]
'Elixir.Map':'-merge/3-fun-0-'/4                                           9143641     0.18     2172552  [      0.24]
'Elixir.String.Unicode':next_grapheme_size/1                              10317118     0.23     2707911  [      0.26]
'Elixir.Map':'-merge/3-fun-1-'/4                                           9256148     0.31     3616561  [      0.39]
'Elixir.Map':update/4                                                     19387220     0.39     4544845  [      0.23]
'Elixir.Database.Hashing':hash_gender_country_age/1                       10000000     0.48     5587871  [      0.56]
maps:put/3                                                                19387608     1.53    17960232  [      0.93]
'Elixir.Enumerable.List':slice/3                                       10741907538    95.02  1117204738  [      0.10]
---------------------------------------------------------------------  -----------  -------  ----------  [----------]
Total:                                                                 10943393894  100.00%  1175699700  [      0.11]

